"","X","session","site","habitat","octocoral","stony","relief_cm","species_order","family","binomial","species","size_bin","predator_presence","nocturnal","position","behavior","max_length","colouration","cryptic_behaviour","SVC_date","SVC_max_depth","SVC_area","SVC_abundance","SVC_density","pred_date","pred_depth","pred_area","pred_abundance","pred_density","SVC_pred_difference","total_density","log_difference","average_depth","colouration2","shape","fnt_group"
"562",647,233,"KL-W11","Continuous",5,5,47.9615384615385,"Anguilliformes","Muraenidae","Gymnothorax funebris","green moray","6",1,1,"demersal","solitary",250,"none",1,"2015-10-24",44,153.93804,0,0,"2015-10-24",40.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,42.25,"neutral","anguilliform","carnivore"
"563",648,233,"KL-W11","Continuous",5,5,47.9615384615385,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2015-10-24",44,153.93804,0,0,"2015-10-24",40.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,42.25,"camouflage","anguilliform","carnivore"
"564",649,234,"KL-W12","Continuous",15,5,21.16,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-24",56,153.93804,1,0.00649612012729277,"2015-10-24",60.5,2000,1,5e-04,0.00599612012729277,0.00699612012729277,1.60892046221886,58.25,"neutral","fusiform","carnivore"
"565",651,234,"KL-W12","Continuous",15,5,21.16,"Perciformes","Epinephelidae","Cephalopholis fulva","coney","5",1,1,"demersal","solitary",41,"conspicuous",1,"2015-10-24",56,153.93804,0,0,"2015-10-24",60.5,2000,2,0.001,-0.001,0.001,-0.693147180559945,58.25,"neutral","fusiform","carnivore"
"566",652,234,"KL-W12","Continuous",15,5,21.16,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-24",56,153.93804,0,0,"2015-10-24",60.5,2000,4,0.002,-0.002,0.002,-1.09861228866811,58.25,"neutral","fusiform","carnivore"
"567",653,234,"KL-W12","Continuous",15,5,21.16,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","5",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-24",56,153.93804,0,0,"2015-10-24",60.5,2000,4,0.002,-0.002,0.002,-1.09861228866811,58.25,"neutral","fusiform","carnivore"
"568",654,234,"KL-W12","Continuous",15,5,21.16,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2015-10-24",56,153.93804,0,0,"2015-10-24",60.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,58.25,"camouflage","anguilliform","carnivore"
"569",656,236,"Conch 3A","Continuous",2,2,33.5384615384615,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-25",44,153.93804,0,0,"2015-10-25",43,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,43.5,"neutral","fusiform","carnivore"
"570",657,236,"Conch 3A","Continuous",2,2,33.5384615384615,"Anguilliformes","Muraenidae","Gymnothorax funebris","green moray","6",1,1,"demersal","solitary",250,"none",1,"2015-10-25",44,153.93804,0,0,"2015-10-25",43,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,43.5,"neutral","anguilliform","carnivore"
"573",660,237,"Conch 6A","Continuous",10,2,27.3846153846154,"Perciformes","Sphyraenidae","Sphyraena barracuda","barracuda","6",1,0,"demersal","solitary",180,"cryptic",0,"2015-10-25",44,153.93804,1,0.00649612012729277,"2015-10-25",45,2000,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,44.5,"silvering","elongated","carnivore"
"574",662,237,"Conch 6A","Continuous",10,2,27.3846153846154,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-25",44,153.93804,0,0,"2015-10-25",45,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,44.5,"neutral","fusiform","carnivore"
"576",666,237,"Conch 6A","Continuous",10,2,27.3846153846154,"Anguilliformes","Muraenidae","Gymnothorax funebris","green moray","6",1,1,"demersal","solitary",250,"none",1,"2015-10-25",44,153.93804,0,0,"2015-10-25",45,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,44.5,"neutral","anguilliform","carnivore"
"577",667,238,"BISC-W30a","Continuous",8.10526315789474,3.10526315789474,36.3846153846154,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-26",31.3684210526316,153.93804,0,0,"2015-10-26",31,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,31.1842105263158,"neutral","fusiform","carnivore"
"578",668,238,"BISC-W30a","Continuous",8.10526315789474,3.10526315789474,36.3846153846154,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-26",31.3684210526316,153.93804,0,0,"2015-10-26",31,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,31.1842105263158,"neutral","fusiform","carnivore"
"579",669,238,"BISC-W30a","Continuous",8.10526315789474,3.10526315789474,36.3846153846154,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-26",31.3684210526316,153.93804,0,0,"2015-10-26",31,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,31.1842105263158,"neutral","fusiform","carnivore"
"580",670,238,"BISC-W30a","Continuous",8.10526315789474,3.10526315789474,36.3846153846154,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","5",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-26",31.3684210526316,153.93804,0,0,"2015-10-26",31,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,31.1842105263158,"neutral","fusiform","carnivore"
"581",671,240,"BISC-W60-6d","Continuous",14.35,4.85,27.5897435897436,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-26",57.7,153.93804,0,0,"2015-10-26",55,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,56.35,"neutral","fusiform","carnivore"
"582",672,240,"BISC-W60-6d","Continuous",14.35,4.85,27.5897435897436,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-26",57.7,153.93804,0,0,"2015-10-26",55,2000,4,0.002,-0.002,0.002,-1.09861228866811,56.35,"neutral","fusiform","carnivore"
"583",673,240,"BISC-W60-6d","Continuous",14.35,4.85,27.5897435897436,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-26",57.7,153.93804,0,0,"2015-10-26",55,2000,4,0.002,-0.002,0.002,-1.09861228866811,56.35,"neutral","fusiform","carnivore"
"584",674,242,"BISC-W13","Continuous",7.32142857142857,2,29.5,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-27",57.8214285714286,153.93804,1,0.00649612012729277,"2015-10-27",54.5,2000,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,56.1607142857143,"neutral","fusiform","carnivore"
"585",675,242,"BISC-W13","Continuous",7.32142857142857,2,29.5,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-27",57.8214285714286,153.93804,0,0,"2015-10-27",54.5,2000,2,0.001,-0.001,0.001,-0.693147180559945,56.1607142857143,"neutral","fusiform","carnivore"
"586",676,242,"BISC-W13","Continuous",7.32142857142857,2,29.5,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-27",57.8214285714286,153.93804,0,0,"2015-10-27",54.5,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,56.1607142857143,"neutral","fusiform","carnivore"
"587",677,242,"BISC-W13","Continuous",7.32142857142857,2,29.5,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","5",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-27",57.8214285714286,153.93804,0,0,"2015-10-27",54.5,2000,3,0.0015,-0.0015,0.0015,-0.916290731874155,56.1607142857143,"neutral","fusiform","carnivore"
"588",679,242,"BISC-W13","Continuous",7.32142857142857,2,29.5,"Perciformes","Epinephelidae","Cephalopholis fulva","coney","5",1,1,"demersal","solitary",41,"conspicuous",1,"2015-10-27",57.8214285714286,153.93804,0,0,"2015-10-27",54.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,56.1607142857143,"neutral","fusiform","carnivore"
"589",680,242,"BISC-W13","Continuous",7.32142857142857,2,29.5,"Anguilliformes","Muraenidae","Gymnothorax funebris","green moray","6",1,1,"demersal","solitary",250,"none",1,"2015-10-27",57.8214285714286,153.93804,0,0,"2015-10-27",54.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,56.1607142857143,"neutral","anguilliform","carnivore"
"590",681,242,"BISC-W13","Continuous",7.32142857142857,2,29.5,"Perciformes","Epinephelidae","Epinephelus adscensionis","rock hind","5",1,0,"demersal","solitary",60,"conspicuous",1,"2015-10-27",57.8214285714286,153.93804,0,0,"2015-10-27",54.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,56.1607142857143,"neutral","fusiform","invertivore"
"591",682,243,"BISC-W60-11c","Continuous",70,2,25.6153846153846,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-27",53,153.93804,1,0.00649612012729277,"2015-10-27",45,2000,1,5e-04,0.00599612012729277,0.00699612012729277,1.60892046221886,49,"neutral","fusiform","carnivore"
"593",684,243,"BISC-W60-11c","Continuous",70,2,25.6153846153846,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-27",53,153.93804,0,0,"2015-10-27",45,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,49,"neutral","fusiform","carnivore"
"594",685,243,"BISC-W60-11c","Continuous",70,2,25.6153846153846,"Perciformes","Epinephelidae","Epinephelus guttatus","red hind","5",1,0,"demersal","solitary",76,"conspicuous",0,"2015-10-27",53,153.93804,0,0,"2015-10-27",45,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,49,"neutral","fusiform","invertivore"
"595",686,244,"BISC-W60-4b","Continuous",9.81481481481481,4.88888888888889,27.9230769230769,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","3",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-27",56.0740740740741,153.93804,1,0.00649612012729277,"2015-10-27",55.5,2000,1,5e-04,0.00599612012729277,0.00699612012729277,1.60892046221886,55.787037037037,"neutral","fusiform","carnivore"
"597",688,244,"BISC-W60-4b","Continuous",9.81481481481481,4.88888888888889,27.9230769230769,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","6",1,0,"demersal","solitary",152,"none",1,"2015-10-27",56.0740740740741,153.93804,0,0,"2015-10-27",55.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,55.787037037037,"neutral","fusiform","carnivore"
"598",689,244,"BISC-W60-4b","Continuous",9.81481481481481,4.88888888888889,27.9230769230769,"Perciformes","Epinephelidae","Cephalopholis fulva","coney","4",1,1,"demersal","solitary",41,"conspicuous",1,"2015-10-27",56.0740740740741,153.93804,0,0,"2015-10-27",55.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,55.787037037037,"neutral","fusiform","carnivore"
"599",690,244,"BISC-W60-4b","Continuous",9.81481481481481,4.88888888888889,27.9230769230769,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-27",56.0740740740741,153.93804,0,0,"2015-10-27",55.5,2000,1,5e-04,-5e-04,5e-04,-0.405465108108165,55.787037037037,"neutral","fusiform","carnivore"
"600",691,244,"BISC-W60-4b","Continuous",9.81481481481481,4.88888888888889,27.9230769230769,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-27",56.0740740740741,153.93804,0,0,"2015-10-27",55.5,2000,2,0.001,-0.001,0.001,-0.693147180559945,55.787037037037,"neutral","fusiform","carnivore"
"601",692,244,"BISC-W60-4b","Continuous",9.81481481481481,4.88888888888889,27.9230769230769,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","5",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-27",56.0740740740741,153.93804,0,0,"2015-10-27",55.5,2000,4,0.002,-0.002,0.002,-1.09861228866811,55.787037037037,"neutral","fusiform","carnivore"
"602",693,245,"Conch 4B","Continuous",5,2,18.5384615384615,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","2",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-28",45,153.93804,1,0.00649612012729277,"2015-10-28",44.5,2000,0,0,0.00649612012729277,0.00649612012729277,2.01438557032703,44.75,"neutral","fusiform","carnivore"
"603",694,245,"Conch 4B","Continuous",5,2,18.5384615384615,"Perciformes","Sphyraenidae","Sphyraena barracuda","barracuda","6",1,0,"demersal","solitary",180,"cryptic",0,"2015-10-28",45,153.93804,1,0.00649612012729277,"2015-10-28",44.5,2000,5,0.0025,0.00399612012729277,0.00899612012729277,0.761622601831659,44.75,"silvering","elongated","carnivore"
"604",696,245,"Conch 4B","Continuous",5,2,18.5384615384615,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","4",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-28",45,153.93804,0,0,"2015-10-28",44.5,2000,4,0.002,-0.002,0.002,-1.09861228866811,44.75,"neutral","fusiform","carnivore"
"605",697,245,"Conch 4B","Continuous",5,2,18.5384615384615,"Perciformes","Epinephelidae","Cephalopholis cruentata","graysby","5",1,1,"demersal","solitary",33,"conspicuous",1,"2015-10-28",45,153.93804,0,0,"2015-10-28",44.5,2000,5,0.0025,-0.0025,0.0025,-1.25276296849537,44.75,"neutral","fusiform","carnivore"
"609",702,246,"DANGER 88","Patch",50,20,70.5,"Scorpaeniformes","Scorpaenidae","Scorpaena plumieri","spotted scorpionfish","4",1,0,"demersal","solitary",50,"cryptic",1,"2015-10-30",9,153.93804,0,0,"2015-10-30",12,166.5,1,0.00600600600600601,-0.00600600600600601,0.00600600600600601,-1.94676778204099,10.5,"camouflage","fusiform","carnivore"
"610",703,247,"KL-P2","Patch",20,20,25,"Perciformes","Epinephelidae","Epinephelus morio","red grouper","6",1,0,"demersal","solitary",125,"none",1,"2015-10-30",17,314.1592654,3,0.00954929658426684,"2015-10-30",19,324,2,0.00617283950617284,0.003376457078094,0.0157221360904397,0.385757581042684,18,"neutral","fusiform","carnivore"
"612",706,247,"KL-P2","Patch",20,20,25,"Anguilliformes","Muraenidae","Gymnothorax funebris","green moray","6",1,1,"demersal","solitary",250,"none",1,"2015-10-30",17,314.1592654,0,0,"2015-10-30",19,324,1,0.00308641975308642,-0.00308641975308642,0.00308641975308642,-1.40766922070462,18,"neutral","anguilliform","carnivore"
"613",707,247,"KL-P2","Patch",20,20,25,"Perciformes","Epinephelidae","Epinephelus morio","red grouper","5",1,0,"demersal","solitary",125,"none",1,"2015-10-30",17,314.1592654,0,0,"2015-10-30",19,324,1,0.00308641975308642,-0.00308641975308642,0.00308641975308642,-1.40766922070462,18,"neutral","fusiform","carnivore"
"614",709,247,"KL-P2","Patch",20,20,25,"Anguilliformes","Ophichthidae","Myrichthys breviceps","sharptail eel","5",1,0,"benthic","solitary",102,"conspicuous",1,"2015-10-30",17,314.1592654,0,0,"2015-10-30",19,324,1,0.00308641975308642,-0.00308641975308642,0.00308641975308642,-1.40766922070462,18,"neutral","anguilliform","invertivore"
"617",712,248,"KL-P4","Patch",40,30,28.9333333333333,"Perciformes","Epinephelidae","Epinephelus adscensionis","rock hind","2",1,0,"demersal","solitary",60,"conspicuous",1,"2015-10-30",18,314.1592654,1,0.00318309886142228,"2015-10-30",18,576,0,0,0.00318309886142228,0.00318309886142228,1.43105232627647,18,"neutral","fusiform","invertivore"
"618",713,248,"KL-P4","Patch",40,30,28.9333333333333,"Perciformes","Epinephelidae","Epinephelus morio","red grouper","6",1,0,"demersal","solitary",125,"none",1,"2015-10-30",18,314.1592654,1,0.00318309886142228,"2015-10-30",18,576,0,0,0.00318309886142228,0.00318309886142228,1.43105232627647,18,"neutral","fusiform","carnivore"
"620",717,248,"KL-P4","Patch",40,30,28.9333333333333,"Anguilliformes","Muraenidae","Gymnothorax vicinus","purplemouth moray","6",1,0,"demersal","solitary",122,"none",1,"2015-10-30",18,314.1592654,0,0,"2015-10-30",18,576,1,0.00173611111111111,-0.00173611111111111,0.00173611111111111,-1.00653760972193,18,"neutral","anguilliform","carnivore"
"621",718,248,"KL-P4","Patch",40,30,28.9333333333333,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2015-10-30",18,314.1592654,0,0,"2015-10-30",18,576,1,0.00173611111111111,-0.00173611111111111,0.00173611111111111,-1.00653760972193,18,"camouflage","anguilliform","carnivore"
"622",719,248,"KL-P4","Patch",40,30,28.9333333333333,"Anguilliformes","Muraenidae","Gymnothorax vicinus","purplemouth moray","5",1,0,"demersal","solitary",122,"none",1,"2015-10-30",18,314.1592654,0,0,"2015-10-30",18,576,1,0.00173611111111111,-0.00173611111111111,0.00173611111111111,-1.00653760972193,18,"neutral","anguilliform","carnivore"
"623",720,248,"KL-P4","Patch",40,30,28.9333333333333,"Perciformes","Epinephelidae","Epinephelus morio","red grouper","5",1,0,"demersal","solitary",125,"none",1,"2015-10-30",18,314.1592654,0,0,"2015-10-30",18,576,1,0.00173611111111111,-0.00173611111111111,0.00173611111111111,-1.00653760972193,18,"neutral","fusiform","carnivore"
"628",727,249,"KL-P5","Patch",40,30,48.0769230769231,"Anguilliformes","Muraenidae","Gymnothorax vicinus","purplemouth moray","6",1,0,"demersal","solitary",122,"none",1,"2015-10-30",23,153.93804,0,0,"2015-10-30",30,2550,1,0.000392156862745098,-0.000392156862745098,0.000392156862745098,-0.330854244316989,26.5,"neutral","anguilliform","carnivore"
"629",728,249,"KL-P5","Patch",40,30,48.0769230769231,"Perciformes","Epinephelidae","Epinephelus morio","red grouper","5",1,0,"demersal","solitary",125,"none",1,"2015-10-30",23,153.93804,0,0,"2015-10-30",30,2550,2,0.000784313725490196,-0.000784313725490196,0.000784313725490196,-0.579033873792524,26.5,"neutral","fusiform","carnivore"
"630",729,249,"KL-P5","Patch",40,30,48.0769230769231,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2015-10-30",23,153.93804,0,0,"2015-10-30",30,2550,2,0.000784313725490196,-0.000784313725490196,0.000784313725490196,-0.579033873792524,26.5,"camouflage","anguilliform","carnivore"
"631",730,250,"KL-P6","Patch",30,40,54.5833333333333,"Perciformes","Epinephelidae","Mycteroperca microlepis","gag grouper","6",1,0,"demersal","solitary",145,"none",1,"2015-10-30",23,201.0619298,1,0.00497359197235756,"2015-10-30",26,462,1,0.00216450216450216,0.0028090898078554,0.00713809413685973,0.635352667657106,24.5,"neutral","fusiform","carnivore"
"632",731,250,"KL-P6","Patch",30,40,54.5833333333333,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","6",1,0,"demersal","solitary",152,"none",1,"2015-10-30",23,201.0619298,0,0,"2015-10-30",26,462,1,0.00216450216450216,-0.00216450216450216,0.00216450216450216,-1.15199574922798,24.5,"neutral","fusiform","carnivore"
"633",734,250,"KL-P6","Patch",30,40,54.5833333333333,"Anguilliformes","Muraenidae","Gymnothorax moringa","spotted moray","6",1,0,"benthic","solitary",200,"conspicuous",1,"2015-10-30",23,201.0619298,0,0,"2015-10-30",26,462,1,0.00216450216450216,-0.00216450216450216,0.00216450216450216,-1.15199574922798,24.5,"camouflage","anguilliform","carnivore"
"636",739,252,"KL-P8","Patch",10,20,41.84375,"Perciformes","Epinephelidae","Epinephelus morio","red grouper","6",1,0,"demersal","solitary",125,"none",1,"2015-10-31",30,28.27433388,0,0,"2015-10-31",12,2470,1,0.000404858299595142,-0.000404858299595142,0.000404858299595142,-0.339936443318882,21,"neutral","fusiform","carnivore"
"637",741,252,"KL-P8","Patch",10,20,41.84375,"Perciformes","Epinephelidae","Mycteroperca bonaci","black grouper","5",1,0,"demersal","solitary",152,"none",1,"2015-10-31",30,28.27433388,0,0,"2015-10-31",12,2470,1,0.000404858299595142,-0.000404858299595142,0.000404858299595142,-0.339936443318882,21,"neutral","fusiform","carnivore"
"638",742,252,"KL-P8","Patch",10,20,41.84375,"Perciformes","Epinephelidae","Mycteroperca microlepis","gag grouper","6",1,0,"demersal","solitary",145,"none",1,"2015-10-31",30,28.27433388,0,0,"2015-10-31",12,2470,2,0.000809716599190283,-0.000809716599190283,0.000809716599190283,-0.593170257985592,21,"neutral","fusiform","carnivore"
